,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
514,Some girls investigate themselves.,Some girls investigate itself.,Some girls investigate,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,514,NA,NA
515,Tammy might insult herself.,Tammy might insult themselves.,Tammy might insult,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,515,NA,NA
516,Veronica doesn't irritate herself.,Veronica doesn't irritate themselves.,Veronica doesn't irritate,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,516,NA,NA
517,Waiters concealed themselves.,Waiters concealed itself.,Waiters concealed,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,517,NA,NA
518,Mitchell wasn't disturbing himself.,Mitchell wasn't disturbing themselves.,Mitchell wasn't disturbing,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,518,NA,NA
519,All people work with themselves.,All people work with himself.,All people work with,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,519,NA,NA
520,Chad wasn't working with himself.,Chad wasn't working with themselves.,Chad wasn't working with,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,520,NA,NA
521,Some girls approach themselves.,Some girls approach itself.,Some girls approach,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,521,NA,NA
522,These drivers couldn't conceal themselves.,These drivers couldn't conceal itself.,These drivers couldn't conceal,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,522,NA,NA
523,Candice is revealing herself.,Candice is revealing themselves.,Candice is revealing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,523,NA,NA
524,Ella kissed herself.,Ella kissed themselves.,Ella kissed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,524,NA,NA
525,Most teachers have disliked themselves.,Most teachers have disliked itself.,Most teachers have disliked,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,525,NA,NA
526,Sally had investigated herself.,Sally had investigated themselves.,Sally had investigated,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,526,NA,NA
527,Many banks have discussed themselves.,Many banks have discussed herself.,Many banks have discussed,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,527,NA,NA
528,The Lutherans disliked themselves.,The Lutherans disliked itself.,The Lutherans disliked,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,528,NA,NA
529,Teenagers would love themselves.,Teenagers would love itself.,Teenagers would love,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,529,NA,NA
530,Allison hasn't noticed herself.,Allison hasn't noticed themselves.,Allison hasn't noticed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,530,NA,NA
531,Ladies had referenced themselves.,Ladies had referenced herself.,Ladies had referenced,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,531,NA,NA
532,Some dancers insult themselves.,Some dancers insult itself.,Some dancers insult,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,532,NA,NA
533,David had hurt himself.,David had hurt themselves.,David had hurt,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,533,NA,NA
534,Chad fired himself.,Chad fired themselves.,Chad fired,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,534,NA,NA
535,The actors hadn't concealed themselves.,The actors hadn't concealed himself.,The actors hadn't concealed,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,535,NA,NA
536,Kristin is praising herself.,Kristin is praising themselves.,Kristin is praising,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,536,NA,NA
537,Irene had bored herself.,Irene had bored themselves.,Irene had bored,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,537,NA,NA
538,Peter noticed himself.,Peter noticed themselves.,Peter noticed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,538,NA,NA
539,Adults hadn't hidden themselves.,Adults hadn't hidden herself.,Adults hadn't hidden,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,539,NA,NA
540,Those waiters watch themselves.,Those waiters watch himself.,Those waiters watch,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,540,NA,NA
541,Most children didn't boast about themselves.,Most children didn't boast about herself.,Most children didn't boast about,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,541,NA,NA
542,Clyde has hated himself.,Clyde has hated themselves.,Clyde has hated,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,542,NA,NA
543,Alan bored himself.,Alan bored themselves.,Alan bored,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,543,NA,NA
544,Carolyn isn't visiting herself.,Carolyn isn't visiting themselves.,Carolyn isn't visiting,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,544,NA,NA
545,Jacqueline has bored herself.,Jacqueline has bored themselves.,Jacqueline has bored,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,545,NA,NA
546,Carlos referenced himself.,Carlos referenced themselves.,Carlos referenced,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,546,NA,NA
547,These teenagers can't discover themselves.,These teenagers can't discover herself.,These teenagers can't discover,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,547,NA,NA
548,Those women weren't impressing themselves.,Those women weren't impressing herself.,Those women weren't impressing,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,548,NA,NA
549,These drivers questioned themselves.,These drivers questioned himself.,These drivers questioned,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,549,NA,NA
550,The girls discovered themselves.,The girls discovered herself.,The girls discovered,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,550,NA,NA
551,Cheryl couldn't care for herself.,Cheryl couldn't care for themselves.,Cheryl couldn't care for,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,551,NA,NA
552,Most stories disagreed with themselves.,Most stories disagreed with himself.,Most stories disagreed with,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,552,NA,NA
553,Walter could know himself.,Walter could know themselves.,Walter could know,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,553,NA,NA
554,Every library impresses itself.,Every library impresses themselves.,Every library impresses,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,554,NA,NA
555,Michelle hasn't concealed herself.,Michelle hasn't concealed themselves.,Michelle hasn't concealed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,555,NA,NA
556,Linda stunned herself.,Linda stunned themselves.,Linda stunned,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,556,NA,NA
557,Some men were approaching themselves.,Some men were approaching herself.,Some men were approaching,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,557,NA,NA
558,All ladies work with themselves.,All ladies work with itself.,All ladies work with,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,558,NA,NA
559,Those guys have concealed themselves.,Those guys have concealed itself.,Those guys have concealed,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,559,NA,NA
560,Homer can find himself.,Homer can find themselves.,Homer can find,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,560,NA,NA
561,Those pedestrians bored themselves.,Those pedestrians bored himself.,Those pedestrians bored,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,561,NA,NA
562,Sandra could upset herself.,Sandra could upset themselves.,Sandra could upset,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,562,NA,NA
563,Heidi has distracted herself.,Heidi has distracted themselves.,Heidi has distracted,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,563,NA,NA
564,Peter isn't kissing himself.,Peter isn't kissing themselves.,Peter isn't kissing,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,564,NA,NA
565,These students aren't aggravating themselves.,These students aren't aggravating itself.,These students aren't aggravating,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,565,NA,NA
566,Guy bothered himself.,Guy bothered themselves.,Guy bothered,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,566,NA,NA
567,Tara wasn't concealing herself.,Tara wasn't concealing themselves.,Tara wasn't concealing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,567,NA,NA
568,Most teachers concealed themselves.,Most teachers concealed himself.,Most teachers concealed,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,568,NA,NA
569,The university can't astound itself.,The university can't astound themselves.,The university can't astound,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,569,NA,NA
570,Some waiters do visit themselves.,Some waiters do visit itself.,Some waiters do visit,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,570,NA,NA
571,Those cashiers have concealed themselves.,Those cashiers have concealed himself.,Those cashiers have concealed,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,571,NA,NA
572,The children can know themselves.,The children can know itself.,The children can know,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,572,NA,NA
573,Jacqueline couldn't love herself.,Jacqueline couldn't love themselves.,Jacqueline couldn't love,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,573,NA,NA
574,All drivers would praise themselves.,All drivers would praise herself.,All drivers would praise,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,574,NA,NA
575,Catherine does complain about herself.,Catherine does complain about themselves.,Catherine does complain about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,575,NA,NA
576,Beth had upset herself.,Beth had upset themselves.,Beth had upset,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,576,NA,NA
577,These senators had seen themselves.,These senators had seen herself.,These senators had seen,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,577,NA,NA
578,Those schools don't irritate themselves.,Those schools don't irritate itself.,Those schools don't irritate,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,578,NA,NA
579,Waitresses irritate themselves.,Waitresses irritate himself.,Waitresses irritate,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,579,NA,NA
580,A lot of teenagers have visited themselves.,A lot of teenagers have visited himself.,A lot of teenagers have visited,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,580,NA,NA
581,All adults worked with themselves.,All adults worked with herself.,All adults worked with,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,581,NA,NA
582,The teenagers scared themselves.,The teenagers scared itself.,The teenagers scared,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,582,NA,NA
583,Valerie wasn't embarrassing herself.,Valerie wasn't embarrassing themselves.,Valerie wasn't embarrassing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,583,NA,NA
584,Rhonda does flee from herself.,Rhonda does flee from themselves.,Rhonda does flee from,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,584,NA,NA
585,All patients care for themselves.,All patients care for herself.,All patients care for,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,585,NA,NA
586,Sara can visit herself.,Sara can visit themselves.,Sara can visit,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,586,NA,NA
587,All doctors wouldn't distract themselves.,All doctors wouldn't distract herself.,All doctors wouldn't distract,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,587,NA,NA
588,Russell sounds like himself.,Russell sounds like themselves.,Russell sounds like,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,588,NA,NA
589,All actresses approached themselves.,All actresses approached himself.,All actresses approached,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,589,NA,NA
590,These people had revealed themselves.,These people had revealed himself.,These people had revealed,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,590,NA,NA
591,James isn't talking to himself.,James isn't talking to themselves.,James isn't talking to,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,591,NA,NA
592,Jennifer is concealing herself.,Jennifer is concealing themselves.,Jennifer is concealing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,592,NA,NA
593,Debra is discovering herself.,Debra is discovering themselves.,Debra is discovering,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,593,NA,NA
594,Brett thought about himself.,Brett thought about themselves.,Brett thought about,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,594,NA,NA
595,Jane had upset herself.,Jane had upset themselves.,Jane had upset,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,595,NA,NA
596,All doctors haven't respected themselves.,All doctors haven't respected itself.,All doctors haven't respected,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,596,NA,NA
597,Marla won't hurt herself.,Marla won't hurt themselves.,Marla won't hurt,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,597,NA,NA
598,These cashiers aren't concealing themselves.,These cashiers aren't concealing himself.,These cashiers aren't concealing,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,598,NA,NA
599,The Impressionists haven't respected themselves.,The Impressionists haven't respected itself.,The Impressionists haven't respected,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,599,NA,NA
600,Teresa has remembered herself.,Teresa has remembered themselves.,Teresa has remembered,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,600,NA,NA
601,Jessica had fired herself.,Jessica had fired themselves.,Jessica had fired,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,601,NA,NA
602,Mark doesn't flee from himself.,Mark doesn't flee from themselves.,Mark doesn't flee from,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,602,NA,NA
603,Some museum distracted itself.,Some museum distracted themselves.,Some museum distracted,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,603,NA,NA
604,Most children aren't upsetting themselves.,Most children aren't upsetting herself.,Most children aren't upsetting,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,604,NA,NA
605,The company upsets itself.,The company upsets themselves.,The company upsets,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,605,NA,NA
606,Noah would conceal himself.,Noah would conceal themselves.,Noah would conceal,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,606,NA,NA
607,Kendra might shock herself.,Kendra might shock themselves.,Kendra might shock,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,607,NA,NA
608,The teachers weren't arguing about themselves.,The teachers weren't arguing about itself.,The teachers weren't arguing about,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,608,NA,NA
609,Most universities upset themselves.,Most universities upset himself.,Most universities upset,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,609,NA,NA
610,Some bank distracts itself.,Some bank distracts themselves.,Some bank distracts,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,610,NA,NA
611,These students don't boast about themselves.,These students don't boast about itself.,These students don't boast about,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,611,NA,NA
612,Candice shouldn't know herself.,Candice shouldn't know themselves.,Candice shouldn't know,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,612,NA,NA
613,Melinda concealed herself.,Melinda concealed themselves.,Melinda concealed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,613,NA,NA
614,Natalie wouldn't hurt herself.,Natalie wouldn't hurt themselves.,Natalie wouldn't hurt,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,614,NA,NA
615,Sandra fled from herself.,Sandra fled from themselves.,Sandra fled from,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,615,NA,NA
616,April kissed herself.,April kissed themselves.,April kissed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,616,NA,NA
617,Travis approached himself.,Travis approached themselves.,Travis approached,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,617,NA,NA
618,A lot of senators watched themselves.,A lot of senators watched herself.,A lot of senators watched,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,618,NA,NA
619,Grace cared for herself.,Grace cared for themselves.,Grace cared for,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,619,NA,NA
620,That company annoys itself.,That company annoys themselves.,That company annoys,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,620,NA,NA
621,Teenagers were working with themselves.,Teenagers were working with itself.,Teenagers were working with,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,621,NA,NA
622,Children haven't appreciated themselves.,Children haven't appreciated himself.,Children haven't appreciated,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,622,NA,NA
623,Candice isn't visiting herself.,Candice isn't visiting themselves.,Candice isn't visiting,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,623,NA,NA
624,Many libraries are stunning themselves.,Many libraries are stunning herself.,Many libraries are stunning,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,624,NA,NA
625,Matt doesn't find himself.,Matt doesn't find themselves.,Matt doesn't find,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,625,NA,NA
626,The girls hadn't scared themselves.,The girls hadn't scared himself.,The girls hadn't scared,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,626,NA,NA
627,Tiffany isn't criticizing herself.,Tiffany isn't criticizing themselves.,Tiffany isn't criticizing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,627,NA,NA
628,Bill can reference himself.,Bill can reference themselves.,Bill can reference,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,628,NA,NA
629,Spain worries itself.,Spain worries themselves.,Spain worries,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,629,NA,NA
630,Lawrence had thought about himself.,Lawrence had thought about themselves.,Lawrence had thought about,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,630,NA,NA
631,Connie isn't boasting about herself.,Connie isn't boasting about themselves.,Connie isn't boasting about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,631,NA,NA
632,Todd isn't revealing himself.,Todd isn't revealing themselves.,Todd isn't revealing,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,632,NA,NA
633,Mark had talked about himself.,Mark had talked about themselves.,Mark had talked about,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,633,NA,NA
634,The Borgias were escaping from themselves.,The Borgias were escaping from himself.,The Borgias were escaping from,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,634,NA,NA
635,Phillip hasn't impressed himself.,Phillip hasn't impressed themselves.,Phillip hasn't impressed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,635,NA,NA
636,Beverly hated herself.,Beverly hated themselves.,Beverly hated,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,636,NA,NA
637,Students are working with themselves.,Students are working with itself.,Students are working with,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,637,NA,NA
638,The Clintons shouldn't conceal themselves.,The Clintons shouldn't conceal himself.,The Clintons shouldn't conceal,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,638,NA,NA
639,These men kiss themselves.,These men kiss herself.,These men kiss,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,639,NA,NA
640,That play isn't disagreeing with itself.,That play isn't disagreeing with themselves.,That play isn't disagreeing with,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,640,NA,NA
641,Guests haven't questioned themselves.,Guests haven't questioned herself.,Guests haven't questioned,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,641,NA,NA
642,James distracted himself.,James distracted themselves.,James distracted,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,642,NA,NA
643,Most girls knew themselves.,Most girls knew himself.,Most girls knew,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,643,NA,NA
644,All men can hug themselves.,All men can hug himself.,All men can hug,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,644,NA,NA
645,Those actors admired themselves.,Those actors admired itself.,Those actors admired,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,645,NA,NA
646,A documentary should disagree with itself.,A documentary should disagree with themselves.,A documentary should disagree with,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,646,NA,NA
647,The guy had admired himself.,The guy had admired themselves.,The guy had admired,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,647,NA,NA
648,Dancers sounded like themselves.,Dancers sounded like herself.,Dancers sounded like,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,648,NA,NA
649,Lissa might notice herself.,Lissa might notice themselves.,Lissa might notice,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,649,NA,NA
650,Some essay is disagreeing with itself.,Some essay is disagreeing with themselves.,Some essay is disagreeing with,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,650,NA,NA
651,Susan wasn't talking about herself.,Susan wasn't talking about themselves.,Susan wasn't talking about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,651,NA,NA
652,Amanda would stun herself.,Amanda would stun themselves.,Amanda would stun,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,652,NA,NA
653,Melanie would reference herself.,Melanie would reference themselves.,Melanie would reference,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,653,NA,NA
654,The cashiers help themselves.,The cashiers help herself.,The cashiers help,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,654,NA,NA
655,The adults can return to themselves.,The adults can return to itself.,The adults can return to,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,655,NA,NA
656,Holly hadn't worked with herself.,Holly hadn't worked with themselves.,Holly hadn't worked with,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,656,NA,NA
657,Jessica won't impress herself.,Jessica won't impress themselves.,Jessica won't impress,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,657,NA,NA
658,A lot of waitresses astound themselves.,A lot of waitresses astound itself.,A lot of waitresses astound,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,658,NA,NA
659,A lot of actors might visit themselves.,A lot of actors might visit herself.,A lot of actors might visit,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,659,NA,NA
660,Actresses hadn't hidden themselves.,Actresses hadn't hidden himself.,Actresses hadn't hidden,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,660,NA,NA
661,Those adults hadn't irritated themselves.,Those adults hadn't irritated itself.,Those adults hadn't irritated,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,661,NA,NA
662,Some actresses discover themselves.,Some actresses discover herself.,Some actresses discover,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,662,NA,NA
663,Stephanie couldn't talk to herself.,Stephanie couldn't talk to themselves.,Stephanie couldn't talk to,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,663,NA,NA
664,Many universities haven't worried themselves.,Many universities haven't worried himself.,Many universities haven't worried,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,664,NA,NA
665,Dancers hated themselves.,Dancers hated himself.,Dancers hated,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,665,NA,NA
666,Homer hadn't remembered himself.,Homer hadn't remembered themselves.,Homer hadn't remembered,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,666,NA,NA
667,All actors wouldn't forget themselves.,All actors wouldn't forget itself.,All actors wouldn't forget,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,667,NA,NA
668,A lot of girls hadn't hidden themselves.,A lot of girls hadn't hidden himself.,A lot of girls hadn't hidden,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,668,NA,NA
669,All dancers discussed themselves.,All dancers discussed herself.,All dancers discussed,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,669,NA,NA
670,Dana impressed herself.,Dana impressed themselves.,Dana impressed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,670,NA,NA
671,Some waitress did discuss herself.,Some waitress did discuss themselves.,Some waitress did discuss,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,671,NA,NA
672,Heather wasn't healing herself.,Heather wasn't healing themselves.,Heather wasn't healing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,672,NA,NA
673,Some ladies aren't worrying themselves.,Some ladies aren't worrying herself.,Some ladies aren't worrying,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,673,NA,NA
674,A lot of drivers fired themselves.,A lot of drivers fired itself.,A lot of drivers fired,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,674,NA,NA
675,Most committees had astounded themselves.,Most committees had astounded itself.,Most committees had astounded,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,675,NA,NA
676,Most adults disgusted themselves.,Most adults disgusted himself.,Most adults disgusted,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,676,NA,NA
677,Many cashiers cured themselves.,Many cashiers cured himself.,Many cashiers cured,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,677,NA,NA
678,Debra was scaring herself.,Debra was scaring themselves.,Debra was scaring,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,678,NA,NA
679,Some universities aren't bothering themselves.,Some universities aren't bothering himself.,Some universities aren't bothering,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,679,NA,NA
680,Vincent astounded himself.,Vincent astounded themselves.,Vincent astounded,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,680,NA,NA
